ID,name1,name2,grow,modelredWorked,taxid,taxname,species,SEEDId,speciesSynonym,HabitatPrimary,Temperature,Oxygen,Gram,Microbiome,GTDB_Phylum,GTDB_Class,GTDB_Order,NCBI_Phylum,NCBI_Class,NCBI_Order,GenomeSize,ProteinCount,Taxonomy,habID,MDID,GTDBID,hasHabitatPrimary,isFresh_water,isHost,isHuman,isMarine,isOther,isSoil,hasTemperature,isMesophile,isPsychrophile,isThermophile,hasOxygen,isAerobe,isAnaerobe,isFacultative,hasGram,isNegative,isPositive,hasTaxonomy,isActinobacteria,isAlphaproteobacteria,isAquificae,isBacteroidetes,isBetaproteobacteria,isChlamydiae,isChlorobi,isDeinococcus-Thermus,isDeltaproteobacteria,isEpsilonproteobacteria,isFirmicutes,isGammaproteobacteria,isSpirochaetes,isTenericutes
38,Seed220668,model38,TRUE,1,220668,Lactobacillus plantarum WCFS1,Lactobacillus plantarum,220668.1,"Lactobacillus plantarum strain WCFS1, Lactobacillus plantarum str. WCFS1, Lactobacillus plantarum WCFS1",Human,Mesophile,Facultative,Positive,,Firmicutes,Bacilli,Lactobacillales,Firmicutes,Bacilli,Lactobacillales,3348624,3131,Firmicutes,676,257,RS_GCF_000203855.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
39,Seed221988,model39,TRUE,1,221988,Mannheimia succiniciproducens MBEL55E,Mannheimia succiniciproducens,221988.1,"[Mannheimia] succiniciproducens MBEL55E, Mannheimia succiniciproducens MBEL55E, Mannheimia succiniciproducens str. MBEL55E",Host,Mesophile,Anaerobe,Negative,Negative,Proteobacteria,Gammaproteobacteria,Enterobacterales,Proteobacteria,Gammaproteobacteria,Pasteurellales,2314078,2120,Gammaproteobacteria,729,1783,RS_GCF_000007745.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
40,Seed223926,model40,TRUE,1,223926,Vibrio parahaemolyticus RIMD 2210633,Vibrio parahaemolyticus,223926.1,"Vibrio parahaemolyticus RIMD 2210633, Vibrio parahaemolyticus str. RIMD 2210633","Host,Fresh water",Mesophile,Facultative,Negative,Positive,Proteobacteria,Gammaproteobacteria,Enterobacterales,Proteobacteria,Gammaproteobacteria,Vibrionales,5165770,4583,Gammaproteobacteria,1324,817,RS_GCF_000196095.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
41,Seed224308,model41,TRUE,1,224308,Bacillus subtilis subsp.subtilis str. 168,Bacillus subtilis,224308.1,"Bacillus subtilis 168, Bacillus subtilis subsp. subtilis 168, Bacillus subtilis subsp. subtilis str. 168, Bacillus subtilis subsp. subtilis str. BGSC 1A700",Soil,Mesophile,Facultative,Positive,,Firmicutes,Bacilli,Bacillales,Firmicutes,Bacilli,Bacillales,4215398,4225,Firmicutes,121,1410,RS_GCF_002009095.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
42,Seed224324,model42,TRUE,1,224324,Aquifex aeolicus VF5,Aquifex aeolicus,224324.1,"Aquifex aeolicus str. VF5, Aquifex aeolicus VF5",Marine,Thermophile,Facultative,Negative,Negative,Aquificota,Aquificae,Aquificales,Aquificae,Aquificae,Aquificales,1590791,1776,Aquificae,73,5779,RS_GCF_000008625.1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43,Seed224326,model43,TRUE,1,224326,Borrelia burgdorferi B31,Borrelia burgdorferi,224326.1,"Borrelia burgdorferi B31, Borrelia burgdorferi str. B31, Borreliella burgdorferi B31",Host,Mesophile,Aerobe,Negative,Negative,Spirochaetota,Spirochaetia,Borreliales,Spirochaetes,Spirochaetia,Spirochaetales,1521208,1511,Spirochaetes,170,462,RS_GCF_000008685.2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
44,Seed224911,model44,TRUE,1,224911,Bradyrhizobium diazoefficiens USDA 110,Bradyrhizobium diazoefficiens,224911.1,"Bradyrhizobium diazoefficiens USDA 110, Bradyrhizobium japonicum USDA 110",Host,Mesophile,Aerobe,Negative,Negative,Proteobacteria,Alphaproteobacteria,Rhizobiales,Proteobacteria,Alphaproteobacteria,Rhizobiales,9106064,8493,Alphaproteobacteria,182,4943,RS_GCF_001642675.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
45,Seed224914,model45,TRUE,1,224914,Brucella melitensis bv. 1 str. 16M,Brucella melitensis,224914.1,"Brucella melitensis ATCC 23456, Brucella melitensis bv. 1 str. 16M",Host,Mesophile,Aerobe,Negative,Negative,Proteobacteria,Alphaproteobacteria,Rhizobiales_A,Proteobacteria,Alphaproteobacteria,Rhizobiales,3283081,3145,Alphaproteobacteria,191,369,RS_GCF_000250795.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46,Seed226185,model46,TRUE,1,226185,Enterococcus faecalis V583,Enterococcus faecalis,226185.1,"Enterococcus faecalis strain V583, Enterococcus faecalis str. V583, Enterococcus faecalis V583",Human,Mesophile,Facultative,Positive,Negative,Firmicutes,Bacilli,Lactobacillales,Firmicutes,Bacilli,Lactobacillales,3359974,3271,Firmicutes,485,1729,RS_GCF_000007785.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
47,Seed227377,model47,TRUE,1,227377,Coxiella burnetii RSA 493,Coxiella burnetii,227377.1,"Coxiella burnetii RSA 493, Coxiella burnetii str. RSA 493","Host,Soil",Mesophile,Facultative,Negative,Negative,Proteobacteria,Gammaproteobacteria,Coxiellales,Proteobacteria,Gammaproteobacteria,Legionellales,2077120,2091,Gammaproteobacteria,401,1462,RS_GCF_000826165.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
48,Seed228399,model48,TRUE,1,228399,Actinobacillus pleuropneumoniae serovar 1 str. 4074,Actinobacillus pleuropneumoniae,228399.1,"Actinobacillus pleuropneumoniae 4074, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 1 strain 4074",Host,Mesophile,Facultative,Negative,Negative,Proteobacteria,Gammaproteobacteria,Enterobacterales,Proteobacteria,Gammaproteobacteria,Pasteurellales,2318649,2174,Gammaproteobacteria,30,3933,RS_GCF_000178495.2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
49,Seed228410,model49,TRUE,1,228410,Nitrosomonas europaea ATCC 19718,Nitrosomonas europaea,228410.1,"Nitrosomonas europaea ATCC 19718, Nitrosomonas europaea str. ATCC 19718","Soil,Fresh water",Mesophile,Aerobe,Negative,Negative,Proteobacteria,Gammaproteobacteria,Burkholderiales,Proteobacteria,Betaproteobacteria,Nitrosomonadales,2812094,2670,Betaproteobacteria,852,6517,RS_GCF_000009145.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50,Seed232721,model50,TRUE,1,232721,Acidovorax sp.JS42,Acidovorax sp.JS42,232721.5,Acidovorax sp. JS42,Soil,Mesophile,Aerobe,,,Proteobacteria,Gammaproteobacteria,Burkholderiales,Proteobacteria,Betaproteobacteria,Burkholderiales,4585154,4339,Betaproteobacteria,21,,RS_GCF_000015545.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
51,Seed233412,model51,TRUE,1,233412,Haemophilus ducreyi 35000HP,Haemophilus ducreyi,233412.1,"[Haemophilus] ducreyi 35000HP, Haemophilus ducreyi 35000HP, Haemophilus ducreyi str. 35000HP",Host,Mesophile,Anaerobe,Negative,Negative,Proteobacteria,Gammaproteobacteria,Enterobacterales,Proteobacteria,Gammaproteobacteria,Pasteurellales,1698955,1689,Gammaproteobacteria,589,611,RS_GCF_000007945.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
52,Seed234826,model52,TRUE,0,234826,Anaplasma marginale str. St. Maries,Anaplasma marginale,234826.3,"Anaplasma marginale 'St. Maries', Anaplasma marginale strain St. Maries, Anaplasma marginale str. St. Maries",Host,Mesophile,Aerobe,Negative,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Proteobacteria,Alphaproteobacteria,Rickettsiales,1197687,1018,Alphaproteobacteria,70,3326,RS_GCF_000011945.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
53,Seed235279,model53,TRUE,1,235279,Helicobacter hepaticus ATCC 51449,Helicobacter hepaticus,235279.1,"Helicobacter hepaticus ATCC 51449, Helicobacter hepaticus str. ATCC 51449",Human,Mesophile,Aerobe,Negative,,Campylobacterota,Campylobacteria,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacterales,1799146,1802,Epsilonproteobacteria,611,843,RS_GCF_000007905.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
54,Seed242231,model54,TRUE,1,242231,Neisseria gonorrhoeae FA 1090,Neisseria gonorrhoeae,242231.4,"Neisseria gonorrhoeae FA 1090, Neisseria gonorrhoeae strain FA 1090, Neisseria gonorrhoeae str. FA 1090",Host,Mesophile,Aerobe,Negative,Positive,Proteobacteria,Gammaproteobacteria,Burkholderiales,Proteobacteria,Betaproteobacteria,Neisseriales,2153922,2142,Betaproteobacteria,834,6102,RS_GCF_000006845.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
55,Seed243230,model55,TRUE,0,243230,Deinococcus radiodurans R1,Deinococcus radiodurans,243230.1,"Deinococcus radiodurans R1, Deinococcus radiodurans str. R1",Soil,Mesophile,Aerobe,Negative,,Deinococcota,Deinococci,Deinococcales,Deinococcus-Thermus,Deinococci,Deinococcales,3344765,3217,Deinococcus-Thermus,430,2943,RS_GCF_001638825.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56,Seed243231,model56,TRUE,1,243231,Geobacter sulfurreducens PCA,Geobacter sulfurreducens,243231.1,"Geobacter sulfurreducens PCA, Geobacter sulfurreducens strain PCA, Geobacter sulfurreducens str. PCA",Soil,Mesophile,Anaerobe,Negative,,Desulfobacterota_F,Desulfuromonadia,Geobacterales,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,3814128,3417,Deltaproteobacteria,576,818,RS_GCF_000007985.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
57,Seed243233,model57,TRUE,1,243233,Methylococcus capsulatus str. Bath,Methylococcus capsulatus,243233.4,"Methylococcus capsulatus ATCC 33009, Methylococcus capsulatus Bath, Methylococcus capsulatus MC, Methylococcus capsulatus NCIB 11132, Methylococcus capsulatus str. Bath",,Thermophile,Aerobe,Negative,,Proteobacteria,Gammaproteobacteria,Methylococcales,Proteobacteria,Gammaproteobacteria,Methylococcales,3304561,3046,Gammaproteobacteria,757,220,RS_GCF_000008325.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
58,Seed243261,model58,TRUE,1,243261,Burkholderia sp.Ch1-1,Burkholderia sp.Ch1-1,243261.3,Burkholderia sp. Ch1-1,,,,,,Proteobacteria,Gammaproteobacteria,Burkholderiales,Proteobacteria,Betaproteobacteria,Burkholderiales,8743528,7949,Betaproteobacteria,,,RS_GCF_000178415.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59,Seed243273,model59,TRUE,1,243273,Mycoplasma genitalium G37,Mycoplasma genitalium,243273.1,"Mycoplasma genitalium ATCC 33530, Mycoplasma genitalium G37, Mycoplasma genitalium strain G37, Mycoplasma genitalium str. G37",Host,Mesophile,Facultative,,Positive,Firmicutes,Bacilli,Mycoplasmatales,Tenericutes,Mollicutes,Mycoplasmatales,580076,527,Tenericutes,811,583,RS_GCF_000027325.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
61,Seed243276,model61,TRUE,0,243276,Treponema pallidum subsp.pallidum str. Nichols,Treponema pallidum,243276.1,"Treponema pallidum Nichols, Treponema pallidum subsp. pallidum str. Nichols",Host,Mesophile,Anaerobe,Negative,Negative,Spirochaetota,Spirochaetia,Treponematales,Spirochaetes,Spirochaetia,Spirochaetales,1139633,983,Spirochaetes,1296,3384,RS_GCF_000410535.2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
62,Seed243277,model62,TRUE,1,243277,Vibrio cholerae O1 biovar El Tor str. N16961,Vibrio cholerae,243277.1,"Vibrio cholerae El Tor N16961, Vibrio cholerae O1 biovar El Tor str. N16961, Vibrio cholerae O1 biovar eltor str. N16961, Vibrio cholerae serotype O1 biotype El Tor strain N16961, Vibrio cholerae serotype O1 biotype ElTor strain N16961","Fresh water,Human",Mesophile,Facultative,Negative,Negative,Proteobacteria,Gammaproteobacteria,Enterobacterales,Proteobacteria,Gammaproteobacteria,Vibrionales,4033501,3552,Gammaproteobacteria,1318,227,RS_GCF_900205735.1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
63,Seed244592,model63,TRUE,1,244592,Labrenzia alexandrii DFL-11,Labrenzia alexandrii,244592.3,"Ahrensia sp. DFL-11, Labrenzia alexandrii DFL-11, Labrenzia alexandrii strain DFL-11, Labrenzia alexandrii str. DFL-11, Stappia alexandrii DFL-11",,,,Negative,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Proteobacteria,Alphaproteobacteria,Rhodobacterales,5462930,5076,Alphaproteobacteria,,5741,RS_GCF_000158095.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
64,Seed246194,model64,TRUE,0,246194,Carboxydothermus hydrogenoformans Z-2901,Carboxydothermus hydrogenoformans,246194.3,"Carboxydothermus hydrogenoformans str. Z-2901, Carboxydothermus hydrogenoformans Z-2901",Fresh water,Thermophile,Anaerobe,Positive,,Firmicutes_B,Desulfotomaculia,Carboxydothermales,Firmicutes,Clostridia,Thermoanaerobacterales,2401520,2478,Firmicutes,293,4757,RS_GCF_000012865.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
65,Seed246200,model65,TRUE,1,246200,Ruegeria pomeroyi DSS-3,Ruegeria pomeroyi,246200.3,"Ruegeria pomeroyi DSS-3, Ruegeria pomeroyi strain DSS-3, Ruegeria pomeroyi str. DSS-3, Silicibacter pomeroyi DSS-3",Fresh water,Mesophile,Aerobe,Negative,Negative,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Proteobacteria,Alphaproteobacteria,Rhodobacterales,4601048,4393,Alphaproteobacteria,1039,3301,RS_GCF_000011965.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
66,Seed247156,model66,TRUE,0,247156,Nocardia farcinica IFM 10152,Nocardia farcinica,247156.1,"Nocardia farcinica IFM 10152, Nocardia farcinica strain IFM 10152, Nocardia farcinica str. IFM 10152","Host,Soil,Fresh water",Mesophile,Aerobe,Positive,Negative,Actinobacteriota,Actinomycetia,Mycobacteriales,Actinobacteria,Actinobacteria,Corynebacteriales,6292344,5977,Actinobacteria,856,5532,RS_GCF_000009805.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
67,Seed257313,model67,TRUE,1,257313,Bordetella pertussis Tohama I,Bordetella pertussis,257313.1,Bordetella pertussis Tohama I,Host,Mesophile,Aerobe,Negative,Positive,Proteobacteria,Gammaproteobacteria,Burkholderiales,Proteobacteria,Betaproteobacteria,Burkholderiales,4086189,3887,Betaproteobacteria,166,5874,RS_GCF_004794295.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
68,Seed258594,model68,TRUE,1,258594,Rhodopseudomonas palustris CGA009,Rhodopseudomonas palustris,258594.1,"Rhodopseudomonas palustris CGA009, Rhodopseudomonas palustris strain CGA009, Rhodopseudomonas palustris str. CGA009","Soil,Fresh water",Mesophile,Facultative,Negative,Negative,Proteobacteria,Alphaproteobacteria,Rhizobiales,Proteobacteria,Alphaproteobacteria,Rhizobiales,5467640,4968,Alphaproteobacteria,1006,6752,RS_GCF_000195775.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
69,Seed259536,model69,TRUE,1,259536,Psychrobacter arcticus 273-4,Psychrobacter arcticus,259536.19,"Psychrobacter arcticus 273-4, Psychrobacter arcticus str. 273-4, Psychrobacter arcticus strain 273-4, Psychrobacter sp. 273-4","Soil,Fresh water",Psychrophile,Aerobe,Negative,Negative,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadales,2650701,2199,Gammaproteobacteria,970,2730,RS_GCF_000012305.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
72,Seed262768,model72,TRUE,1,262768,Onion yellows phytoplasma OY-M,Onion yellows,262768.1,"Onion yellows phytoplasma OY-M, Onion yellows phytoplasma str. 'onion yellows'",Host,Mesophile,Aerobe,Positive,,Firmicutes,Bacilli,Acholeplasmatales,Tenericutes,Mollicutes,Acholeplasmatales,853092,956,Tenericutes,872,6566,GB_GCA_000009845.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
73,Seed264203,model73,TRUE,0,264203,Zymomonas mobilis subsp.mobilis ZM4 = ATCC 31821,Zymomonas mobilis,264203.3,"Zymomonas mobilis subsp. mobilis ATCC 31821, Zymomonas mobilis subsp. mobilis ATCC 31821 = ZM4, Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821, Zymomonas mobilis subsp. mobilis ZM4",,Mesophile,Facultative,Negative,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Proteobacteria,Alphaproteobacteria,Sphingomonadales,2200312,1905,Alphaproteobacteria,1374,3813,RS_GCF_003054575.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
75,Seed265072,model75,TRUE,1,265072,Methylobacillus flagellatus KT,Methylobacillus flagellatus,265072.7,"Methylobacillus flagellatus KT, Methylobacillus flagellatus strain KT, Methylobacillus flagellatus str. KT",Other,Mesophile,Aerobe,,Negative,Proteobacteria,Gammaproteobacteria,Burkholderiales,Proteobacteria,Betaproteobacteria,Nitrosomonadales,2971517,2844,Betaproteobacteria,747,6275,RS_GCF_000013705.1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
76,Seed266117,model76,TRUE,1,266117,Rubrobacter xylanophilus DSM 9941,Rubrobacter xylanophilus,266117.6,"Rubrobacter xylanophilus DSM 9941, Rubrobacter xylanophilus strain DSM 9941, Rubrobacter xylanophilus str. DSM 9941",Soil,Thermophile,Aerobe,Positive,Negative,Actinobacteriota,Rubrobacteria,Rubrobacterales,Actinobacteria,Rubrobacteria,Rubrobacterales,3225748,3240,Actinobacteria,1038,6253,RS_GCF_000014185.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
